Name,Position,Price
Thibaut Courtois,Goalkeeper,60000000
Gianluigi Donnarumma,Goalkeeper,50000000
Diogo Costa,Goalkeeper,45000000
Ederson,Goalkeeper,45000000
Alisson,Goalkeeper,45000000
Jan Oblak,Goalkeeper,40000000
Marc-André ter Stegen,Goalkeeper,40000000
Aaron Ramsdale,Goalkeeper,38000000
Gregor Kobel,Goalkeeper,35000000
Mike Maignan,Goalkeeper,35000000
Robert Sánchez,Goalkeeper,32000000
Emiliano Martínez,Goalkeeper,28000000
Giorgi Mamardashvili,Goalkeeper,25000000
David Raya,Goalkeeper,25000000
Unai Simón,Goalkeeper,25000000
Álex Remiro,Goalkeeper,25000000
Jordan Pickford,Goalkeeper,25000000
Illan Meslier,Goalkeeper,22000000
Dean Henderson,Goalkeeper,22000000
Alban Lafont,Goalkeeper,20000000
André Onana,Goalkeeper,20000000
Gavin Bazunu,Goalkeeper,18000000
Anatoliy Trubin,Goalkeeper,18000000
Edouard Mendy,Goalkeeper,18000000
José Sá,Goalkeeper,18000000
Alex Meret,Goalkeeper,18000000
Nick Pope,Goalkeeper,18000000
Guglielmo Vicario,Goalkeeper,16000000
Odysseas Vlachodimos,Goalkeeper,16000000
Matvey Safonov,Goalkeeper,15000000
Rui Silva,Goalkeeper,15000000
Kepa Arrizabalaga,Goalkeeper,15000000
David de Gea,Goalkeeper,15000000
Pau López,Goalkeeper,14000000
Juan Musso,Goalkeeper,14000000
Dominik Livakovic,Goalkeeper,14000000
Marco Carnesecchi,Goalkeeper,13000000
Altay Bayindir,Goalkeeper,13000000
Justin Bijlow,Goalkeeper,13000000
Ugurcan Cakir,Goalkeeper,13000000
Wojciech Szczesny,Goalkeeper,13000000
Walter Benítez,Goalkeeper,12000000
Bono,Goalkeeper,12000000
Ivan Provedel,Goalkeeper,12000000
Lucas Chevalier,Goalkeeper,10000000
Conan Ledesma,Goalkeeper,10000000
Gerónimo Rulli,Goalkeeper,10000000
David Soria,Goalkeeper,10000000
Georgiy Bushchan,Goalkeeper,10000000
Alexander Nübel,Goalkeeper,10000000
Brice Samba,Goalkeeper,10000000
Predrag Rajković,Goalkeeper,10000000
Bernd Leno,Goalkeeper,10000000
Maarten Vandevoordt,Goalkeeper,9000000
Anthony Lopes,Goalkeeper,9000000
Kevin Trapp,Goalkeeper,8000000
Gabriel Slonina,Goalkeeper,8000000
Vladan Kovacevic,Goalkeeper,8000000
Luís Maximiano,Goalkeeper,8000000
Caoimhín Kelleher,Goalkeeper,8000000
Sergio Herrera,Goalkeeper,8000000
Danny Ward,Goalkeeper,8000000
Matz Sels,Goalkeeper,8000000
Alphonse Areola,Goalkeeper,8000000
Koen Casteels,Goalkeeper,8000000
Bento,Goalkeeper,7000000
Agustín Rossi,Goalkeeper,7000000
Michele Di Gregorio,Goalkeeper,7000000
João Paulo,Goalkeeper,7000000
Jonas Omlin,Goalkeeper,7000000
Mark Flekken,Goalkeeper,7000000
Manuel Neuer,Goalkeeper,7000000
Ersin Destanoglu,Goalkeeper,6000000
Arijanet Muric,Goalkeeper,6000000
Jean Butez,Goalkeeper,6000000
Emil Audero,Goalkeeper,6000000
Freddie Woodman,Goalkeeper,6000000
Matheus,Goalkeeper,6000000
Stefan Ortega,Goalkeeper,6000000
Péter Gulácsi,Goalkeeper,6000000
Julen Agirrezabala,Goalkeeper,5000000
Bart Verbruggen,Goalkeeper,5000000
Yehvann Diouf,Goalkeeper,5000000
Matt Turner,Goalkeeper,5000000
Andriy Lunin,Goalkeeper,5000000
Carlos Acevedo,Goalkeeper,5000000
Kamil Grabara,Goalkeeper,5000000
Andries Noppert,Goalkeeper,5000000
Pierluigi Gollini,Goalkeeper,5000000
Wladimiro Falcone,Goalkeeper,5000000
Robin Zentner,Goalkeeper,5000000
Marvin Schwäbe,Goalkeeper,5000000
Ivica Ivusic,Goalkeeper,5000000
Marco Silvestri,Goalkeeper,5000000
Keylor Navas,Goalkeeper,5000000
Simon Mignolet,Goalkeeper,5000000
Rui Patrício,Goalkeeper,5000000
Yann Sommer,Goalkeeper,5000000
Oliver Christensen,Goalkeeper,4000000
Cleiton,Goalkeeper,4000000
Jindrich Stanek,Goalkeeper,4000000
Zack Steffen,Goalkeeper,4000000
Bartlomiej Dragowski,Goalkeeper,4000000
David Ospina,Goalkeeper,4000000
Oliver Baumann,Goalkeeper,4000000
Luiz Júnior,Goalkeeper,4000000
Kacper Tobiasz,Goalkeeper,4000000
Dogan Alemdar,Goalkeeper,4000000
Wuilker Fariñez,Goalkeeper,4000000
Lucas Chaves,Goalkeeper,4000000
Ezequiel Unsain,Goalkeeper,4000000
Iñaki Peña,Goalkeeper,4000000
Philipp Köhn,Goalkeeper,4000000
Lorenzo Montipò,Goalkeeper,4000000
Thomas Strakosha,Goalkeeper,4000000
Sergio Rico,Goalkeeper,4000000
Rubén Blanco,Goalkeeper,4000000
Bruno Varela,Goalkeeper,4000000
Stole Dimitrievski,Goalkeeper,4000000
Mathew Ryan,Goalkeeper,4000000
Benjamin Lecomte,Goalkeeper,4000000
Marco Bizot,Goalkeeper,4000000
Mattia Perin,Goalkeeper,4000000
Sam Johnstone,Goalkeeper,4000000
Édgar Badía,Goalkeeper,4000000
Marko Dmitrović,Goalkeeper,4000000
Hugo Lloris,Goalkeeper,4000000
Alessio Cragno,Goalkeeper,4000000
Lautaro Morales,Goalkeeper,3000000
Brenno,Goalkeeper,3000000
Stefano Turati,Goalkeeper,3000000
Djordje Petrovic,Goalkeeper,3000000
Luis Malagón,Goalkeeper,3000000
Arnaud Bodart,Goalkeeper,3000000
Ionut Radu,Goalkeeper,3000000
Sergio Rochet,Goalkeeper,3000000
Vanja Milinković-Savić,Goalkeeper,3000000
Ivo Grbic,Goalkeeper,3000000
Marek Rodak,Goalkeeper,3000000
Yvon Mvogo,Goalkeeper,3000000
Frederik Rönnow,Goalkeeper,3000000
Etienne Green,Goalkeeper,3000000
Álvaro Fernández,Goalkeeper,3000000
Elia Caprile,Goalkeeper,3000000
Gautier Larsonneur,Goalkeeper,3000000
Joël Drommel,Goalkeeper,3000000
Paul Bernardoni,Goalkeeper,3000000
Léo Jardim,Goalkeeper,3000000
Jiri Pavlenka,Goalkeeper,3000000
Lawrence Ati Zigi,Goalkeeper,3000000
Vasilios Barkas,Goalkeeper,3000000
Angus Gunn,Goalkeeper,3000000
Maxime Crépeau,Goalkeeper,3000000
Fernando Pacheco,Goalkeeper,3000000
Alfred Gomis,Goalkeeper,3000000
Jasper Cillessen,Goalkeeper,3000000
Franco Armani,Goalkeeper,3000000
Aitor Fernández,Goalkeeper,3000000
Esteban Andrada,Goalkeeper,3000000
Lukasz Skorupski,Goalkeeper,3000000
Weverton,Goalkeeper,3000000
Agustín Marchesín,Goalkeeper,3000000
Mailson,Goalkeeper,2000000
Anthony Patterson,Goalkeeper,2000000
Aleksandr Selikhov,Goalkeeper,2000000
Brayan Cortés,Goalkeeper,2000000
Dénes Dibusz,Goalkeeper,2000000
Gabriel Arias,Goalkeeper,2000000
Gabriel Grando,Goalkeeper,2000000
Daniil Khudyakov,Goalkeeper,2000000
Matheus Donelli,Goalkeeper,2000000
Dmytro Riznyk,Goalkeeper,2000000
James Trafford,Goalkeeper,2000000
Kevin Mier,Goalkeeper,2000000
Daniel Peretz,Goalkeeper,2000000
Yahia Fofana,Goalkeeper,2000000
Radoslaw Majecki,Goalkeeper,2000000
Maduka Okoye,Goalkeeper,2000000
Andre Blake,Goalkeeper,2000000
David von Ballmoos,Goalkeeper,2000000
Paulo Gazzaniga,Goalkeeper,2000000
Paul Nardi,Goalkeeper,2000000
Santos,Goalkeeper,2000000
Hendrik Van Crombrugge,Goalkeeper,2000000
Mohamed El Shenawy,Goalkeeper,2000000
Daniel Bachmann,Goalkeeper,2000000
Neto,Goalkeeper,2000000
Everson,Goalkeeper,2000000
Thomas Kaminski,Goalkeeper,2000000
Martin Dúbravka,Goalkeeper,2000000
Tomas Vaclik,Goalkeeper,2000000
Lars Unnerstall,Goalkeeper,2000000
Lukas Hradecky,Goalkeeper,2000000
Kasper Schmeichel,Goalkeeper,2000000
Álvaro Montero,Goalkeeper,2000000
Facundo Altamirano,Goalkeeper,2000000
Tiago Volpi,Goalkeeper,2000000
Günay Güvenc,Goalkeeper,2000000
James Beadle,Goalkeeper,2000000
André Gomes,Goalkeeper,2000000
Lukas Hornicek,Goalkeeper,2000000
Andrew,Goalkeeper,2000000
Nediljko Labrovic,Goalkeeper,2000000
Hugo Souza,Goalkeeper,2000000
Daniel,Goalkeeper,2000000
Noah Atubolu,Goalkeeper,2000000
Samuel Soares,Goalkeeper,2000000
Josef Bursik,Goalkeeper,2000000
Arnau Tenas,Goalkeeper,2000000
Marcin Bulka,Goalkeeper,2000000
Kjell Scherpen,Goalkeeper,2000000
Facundo Cambeses,Goalkeeper,2000000
Kristoffer Klaesson,Goalkeeper,2000000
Ruslan Neshcheret,Goalkeeper,2000000
Mads Hermansen,Goalkeeper,2000000
Dani Cárdenas,Goalkeeper,2000000
Maxence Prévot,Goalkeeper,2000000
Jean,Goalkeeper,2000000
Dominik Kotarski,Goalkeeper,2000000
Berke Özer,Goalkeeper,2000000
Mark Travers,Goalkeeper,2000000
Lucas Perri,Goalkeeper,2000000
Aleksandr Maksimenko,Goalkeeper,2000000
Daniel Naumov,Goalkeeper,2000000
Matija Sarkic,Goalkeeper,2000000
Luca Zidane,Goalkeeper,2000000
Augusto Batalla,Goalkeeper,2000000
Viktor Johansson,Goalkeeper,2000000
Daniel Iversen,Goalkeeper,2000000
Tadeu,Goalkeeper,2000000
Ales Mandous,Goalkeeper,2000000
Ilya Lantratov,Goalkeeper,2000000
Nick Olij,Goalkeeper,2000000
Gauthier Gallon,Goalkeeper,2000000
Ondrej Kolar,Goalkeeper,2000000
Davy Roef,Goalkeeper,2000000
Cican Stankovic,Goalkeeper,2000000
Maxime Dupé,Goalkeeper,2000000
Marcus Bettinelli,Goalkeeper,2000000
Pietro Terracciano,Goalkeeper,2000000
Alex McCarthy,Goalkeeper,2000000
Pedro Gallese,Goalkeeper,2000000
Fernando Martínez,Goalkeeper,2000000
Janis Blaswich,Goalkeeper,2000000
Robin Olsen,Goalkeeper,2000000
Camilo Vargas,Goalkeeper,2000000
Igor Akinfeev,Goalkeeper,2000000
Josep Martínez,Goalkeeper,1000000
Horatiu Moldovan,Goalkeeper,1000000
Aleksandar Popovic,Goalkeeper,1000000
Ivan,Goalkeeper,1000000
Marcos Ledesma,Goalkeeper,1000000
Mile Svilar,Goalkeeper,1000000
Ahmed Reda Tagnaouti,Goalkeeper,1000000
Georgios Athanasiadis,Goalkeeper,1000000
Guido Herrera,Goalkeeper,1000000
Ilya Pomazun,Goalkeeper,1000000
Rodrigo Rey,Goalkeeper,1000000
Daniel Bentley,Goalkeeper,1000000
Bilal Bayazit,Goalkeeper,1000000
Fernando Muslera,Goalkeeper,1000000
Joe Hart,Goalkeeper,1000000
Sebastián Meza,Goalkeeper,1000000
Dmytro Matsapura,Goalkeeper,1000000
Chris Brady,Goalkeeper,1000000
Filip Jörgensen,Goalkeeper,1000000
Stefan Tarnovanu,Goalkeeper,1000000
Josh Griffiths,Goalkeeper,1000000
Konstantinos Tzolakis,Goalkeeper,1000000
Arthur Okonkwo,Goalkeeper,1000000
Ignacio Chicco,Goalkeeper,1000000
Karl Hein,Goalkeeper,1000000
Dani Figueira,Goalkeeper,1000000
Stefan Bajic,Goalkeeper,1000000
Dayne St. Clair,Goalkeeper,1000000
Marian Aioani,Goalkeeper,1000000
Ivan Lomaev,Goalkeeper,1000000
Keiller,Goalkeeper,1000000
Hervé Koffi,Goalkeeper,1000000
Lucão,Goalkeeper,1000000
Niklas Hedl,Goalkeeper,1000000
Arthur Desmas,Goalkeeper,1000000
Dimitry Bertaud,Goalkeeper,1000000
Ivor Pandur,Goalkeeper,1000000
Gaëtan Poussin,Goalkeeper,1000000
Marko Ilić,Goalkeeper,1000000
Gastón Gómez,Goalkeeper,1000000
Dani Martín,Goalkeeper,1000000
Henrich Ravas,Goalkeeper,1000000
Adrian Semper,Goalkeeper,1000000
Dominik Greif,Goalkeeper,1000000
Ivan Nevistic,Goalkeeper,1000000
Anthony Mandréa,Goalkeeper,1000000
Florian Müller,Goalkeeper,1000000
Samuel,Goalkeeper,1000000
Marcos Felipe,Goalkeeper,1000000
Nikita Haikin,Goalkeeper,1000000
Seny Dieng,Goalkeeper,1000000
Stefano Gori,Goalkeeper,1000000
Simone Scuffet,Goalkeeper,1000000
Jaume Doménech,Goalkeeper,1000000
Patrick Pentz,Goalkeeper,1000000
Amir Abedzadeh,Goalkeeper,1000000
Marco Sportiello,Goalkeeper,1000000
Fabian Bredlow,Goalkeeper,1000000
Ronwen Williams,Goalkeeper,1000000
Mory Diaw,Goalkeeper,1000000
Daniel Schmidt,Goalkeeper,1000000
Cláudio Ramos,Goalkeeper,1000000
Alberto Brignoli,Goalkeeper,1000000
Kristijan Kahlina,Goalkeeper,1000000
Antonio Rodríguez,Goalkeeper,1000000
Jack Butland,Goalkeeper,1000000
Sean Johnson,Goalkeeper,1000000
Andrey Lunev,Goalkeeper,1000000
Stanislav Kritsyuk,Goalkeeper,1000000
Loris Karius,Goalkeeper,1000000
Timo Horn,Goalkeeper,1000000
Anthony Moris,Goalkeeper,1000000
Vicente Guaita,Goalkeeper,1000000
Roman Bürki,Goalkeeper,1000000
Fraser Forster,Goalkeeper,1000000
Sergio Asenjo,Goalkeeper,1000000
Lovre Kalinic,Goalkeeper,1000000
Antonio Adán,Goalkeeper,1000000
Andrea Consigli,Goalkeeper,1000000
Steve Mandanda,Goalkeeper,1000000
Benoît Costil,Goalkeeper,1000000
Leopold Wahlstedt,Goalkeeper,1000000
Roland Niczuly,Goalkeeper,1000000
Elhan Kastrati,Goalkeeper,1000000
Gökhan Akkan,Goalkeeper,1000000
Mads Hedenstad,Goalkeeper,1000000
Jay Gorter,Goalkeeper,1000000
Marcel Lotka,Goalkeeper,1000000
Anthony Racioppi,Goalkeeper,1000000
Hyeon-woo Jo,Goalkeeper,1000000
Rúnar Alex Rúnarsson,Goalkeeper,1000000
Helton Leite,Goalkeeper,1000000
Sinan Bolat,Goalkeeper,1000000
Plamen Andreev,Goalkeeper,1000000
Adriel,Goalkeeper,1000000
Daniil Odoevskiy,Goalkeeper,1000000
Timothy Fayulu,Goalkeeper,1000000
Karol Niemczycki,Goalkeeper,1000000
Diego Loureiro,Goalkeeper,1000000
Maarten Paes,Goalkeeper,1000000
Omri Glazer,Goalkeeper,1000000
André Moreira,Goalkeeper,1000000
Irfan Can Egribayat,Goalkeeper,1000000
Santiago Mele,Goalkeeper,1000000
Antonio Sivera,Goalkeeper,1000000
Iván Villar,Goalkeeper,1000000
Iván Arboleda,Goalkeeper,1000000
Anas Zniti,Goalkeeper,1000000
Simon Sluga,Goalkeeper,1000000
Thomas Didillon,Goalkeeper,1000000
Mirko Pigliacelli,Goalkeeper,1000000
Miguel Jiménez,Goalkeeper,1000000
Jesse Joronen,Goalkeeper,1000000
Joel Robles,Goalkeeper,1000000
Karl Darlow,Goalkeeper,1000000
Munir,Goalkeeper,1000000
Daniel Heuer Fernandes,Goalkeeper,1000000
Sergio Padt,Goalkeeper,1000000
Gabriel,Goalkeeper,1000000
Rafal Gikiewicz,Goalkeeper,1000000
Rodolfo Cota,Goalkeeper,1000000
Milan Borjan,Goalkeeper,1000000
Ibrahim Sehic,Goalkeeper,1000000
Manuel Riemann,Goalkeeper,1000000
Guillermo Ochoa,Goalkeeper,1000000
Bum-keun Song,Goalkeeper,1000000
Nicola Leali,Goalkeeper,1000000
Mycael,Goalkeeper,1000000
Rocco Ríos Novo,Goalkeeper,1000000
Carlos Miguel,Goalkeeper,1000000
Svetoslav Vutsov,Goalkeeper,1000000
Mihai Popa,Goalkeeper,1000000
Max Walef,Goalkeeper,1000000
Aymen Dahmen,Goalkeeper,1000000
Kacper Bieszczad,Goalkeeper,1000000
Filip Stankovic,Goalkeeper,1000000
Jacob Widell Zetterström,Goalkeeper,1000000
Michael Cooper,Goalkeeper,1000000
Santiago Rojas,Goalkeeper,1000000
Franco Israel,Goalkeeper,1000000
Joel Graterol,Goalkeeper,1000000
Moisés Ramírez,Goalkeeper,1000000
Amir Saipi,Goalkeeper,1000000
Daniel Fuzato,Goalkeeper,1000000
John Victor,Goalkeeper,1000000
Keisuke Osako,Goalkeeper,1000000
Samuel Brolin,Goalkeeper,1000000
Jamie Cumming,Goalkeeper,1000000
Luca Unbehaun,Goalkeeper,1000000
Ricardo Friedrich,Goalkeeper,1000000
Pontus Dahlberg,Goalkeeper,1000000
Nico Mantl,Goalkeeper,1000000
Mateusz Lis,Goalkeeper,1000000
Gaëtan Coucke,Goalkeeper,1000000
Joe Lumley,Goalkeeper,1000000
Christian Früchtl,Goalkeeper,1000000
Lennart Grill,Goalkeeper,1000000
Yohei Takaoka,Goalkeeper,1000000
Gaspar Servio,Goalkeeper,1000000
Gastón Olveira,Goalkeeper,1000000
Raúl Gudiño,Goalkeeper,1000000
Aarón Escandell,Goalkeeper,1000000
José Devecchi,Goalkeeper,1000000
Richard Ofori,Goalkeeper,1000000
José Antonio Caro,Goalkeeper,1000000
Florian Kastenmeier,Goalkeeper,1000000
Juan Soriano,Goalkeeper,1000000
Finn Dahmen,Goalkeeper,1000000
Rubén Yáñez,Goalkeeper,1000000
Ethan Horvath,Goalkeeper,1000000
Alireza Beiranvand,Goalkeeper,1000000
Christian Walton,Goalkeeper,1000000
Okan Kocuk,Goalkeeper,1000000
Timon Wellenreuther,Goalkeeper,1000000
Patrik Carlgren,Goalkeeper,1000000
Alexander Schlager,Goalkeeper,1000000
Yanick Brecher,Goalkeeper,1000000
Matt Ingram,Goalkeeper,1000000
Alberto Paleari,Goalkeeper,1000000
Fernando de Paul,Goalkeeper,1000000
Tomas Koubek,Goalkeeper,1000000
Matías Dituro,Goalkeeper,1000000
Marius Müller,Goalkeeper,1000000
Gabaski,Goalkeeper,1000000
Luigi Sepe,Goalkeeper,1000000
Denys Boyko,Goalkeeper,1000000
Alexandros Paschalakis,Goalkeeper,1000000
Nahuel Guzmán,Goalkeeper,1000000
Alexander Meyer,Goalkeeper,1000000
Jason Steele,Goalkeeper,1000000
Adrián,Goalkeeper,1000000
Jordi Masip,Goalkeeper,1000000
Mert Günok,Goalkeeper,1000000
Cássio,Goalkeeper,1000000
Claudio Bravo,Goalkeeper,1000000
Asmir Begovic,Goalkeeper,1000000
Tim Krul,Goalkeeper,1000000
Lukasz Fabianski,Goalkeeper,1000000
Samir Handanovic,Goalkeeper,1000000
Gianluigi Buffon,Goalkeeper,1000000
Óscar Ustari,Goalkeeper,1000000
Magnus Smelhus Sjöeng,Goalkeeper,900000
Carl Rushworth,Goalkeeper,900000
Francisco Meixedo,Goalkeeper,900000
Matej Kovar,Goalkeeper,900000
Guillaume Dietsch,Goalkeeper,900000
Bailey Peacock-Farrell,Goalkeeper,900000
Zacarías López,Goalkeeper,900000
Abdelali Mhamdi,Goalkeeper,900000
Bechir Ben Said,Goalkeeper,900000
JT Marcinkowski,Goalkeeper,900000
Rostislav Soldatenko,Goalkeeper,900000
Valentin Cojocaru,Goalkeeper,900000
Jakub Slowik,Goalkeeper,900000
Gustavo Busatto,Goalkeeper,900000
Lee Nicholls,Goalkeeper,900000
Warner Hahn,Goalkeeper,900000
Ryan Allsop,Goalkeeper,900000
Andrés Mosquera,Goalkeeper,900000
Alexander Schwolow,Goalkeeper,900000
Seung-gyu Kim,Goalkeeper,900000
Sven Ulreich,Goalkeeper,900000
Anton Shunin,Goalkeeper,900000
Cristóbal Campos,Goalkeeper,850000
Ayoub Lakred,Goalkeeper,850000
Kosei Tani,Goalkeeper,850000
Ramiro Macagno,Goalkeeper,850000
Stijn van Gassel,Goalkeeper,850000
Kevin Dawson,Goalkeeper,850000
Veljko Ilic,Goalkeeper,800000
Drake Callender,Goalkeeper,800000
Phelipe,Goalkeeper,800000
Jonas Urbig,Goalkeeper,800000
Aleksey Kenyaykin,Goalkeeper,800000
Diego Altube,Goalkeeper,800000
Tomás Durso,Goalkeeper,800000
Filip Majchrowicz,Goalkeeper,800000
Oliver Dovin,Goalkeeper,800000
Fabian de Keijzer,Goalkeeper,800000
Joan Femenías,Goalkeeper,800000
Sebastián Jurado,Goalkeeper,800000
Pedro Ortíz,Goalkeeper,800000
Álvaro Valles,Goalkeeper,800000
Etienne Vaessen,Goalkeeper,800000
André Alcaráz,Goalkeeper,800000
Tyler Miller,Goalkeeper,800000
Gil Alcalá,Goalkeeper,800000
Lazar Carevic,Goalkeeper,800000
Denis Adamov,Goalkeeper,800000
Bingourou Kamara,Goalkeeper,800000
Jacob Karlström,Goalkeeper,800000
Shahrudin Mahammadaliyev,Goalkeeper,800000
Brad Stuver,Goalkeeper,800000
Josko Gvardiol,Defender,75000000
Matthijs de Ligt,Defender,75000000
Rúben Dias,Defender,75000000
Ronald Araújo,Defender,70000000
Reece James,Defender,70000000
Alphonso Davies,Defender,70000000
Éder Militão,Defender,70000000
Achraf Hakimi,Defender,70000000
Marquinhos,Defender,70000000
Nuno Mendes,Defender,65000000
Wesley Fofana,Defender,65000000
Trent Alexander-Arnold,Defender,65000000
Jules Koundé,Defender,60000000
Cristian Romero,Defender,60000000
Dayot Upamecano,Defender,60000000
Theo Hernández,Defender,60000000
Milan Skriniar,Defender,60000000
João Cancelo,Defender,60000000
William Saliba,Defender,55000000
Alessandro Bastoni,Defender,55000000
Min-jae Kim,Defender,50000000
Lisandro Martínez,Defender,50000000
Gabriel Magalhães,Defender,50000000
Ben White,Defender,50000000
Lucas Hernández,Defender,50000000
David Alaba,Defender,50000000
Andrew Robertson,Defender,48000000
Pau Torres,Defender,45000000
Sven Botman,Defender,45000000
Fikayo Tomori,Defender,45000000
Virgil van Dijk,Defender,45000000
Jurrien Timber,Defender,42000000
Bremer,Defender,40000000
Benoît Badiashile,Defender,40000000
Nico Schlotterbeck,Defender,40000000
Marc Cucurella,Defender,40000000
Oleksandr Zinchenko,Defender,40000000
Raphaël Varane,Defender,40000000
Antonio Rüdiger,Defender,40000000
Pierre Kalulu,Defender,35000000
Pedro Porro,Defender,35000000
Jeremie Frimpong,Defender,35000000
Marc Guéhi,Defender,35000000
Diogo Dalot,Defender,35000000
Ibrahima Konaté,Defender,35000000
Benjamin Pavard,Defender,35000000
Robin Le Normand,Defender,35000000
Ben Chilwell,Defender,35000000
Ferland Mendy,Defender,35000000
Presnel Kimpembe,Defender,35000000
José María Giménez,Defender,35000000
José Gayà,Defender,35000000
Luke Shaw,Defender,35000000
Nathan Aké,Defender,35000000
Niklas Süle,Defender,35000000
Evan Ndicka,Defender,32000000
Nayef Aguerd,Defender,32000000
Joachim Andersen,Defender,32000000
Alejandro Balde,Defender,30000000
Jean-Clair Todibo,Defender,30000000
Giorgio Scalvini,Defender,30000000
Edmond Tapsoba,Defender,30000000
Roger Ibañez,Defender,30000000
Diego Carlos,Defender,30000000
Manuel Akanji,Defender,30000000
Joe Gomez,Defender,30000000
Andreas Christensen,Defender,30000000
John Stones,Defender,30000000
Aymeric Laporte,Defender,30000000
Tyrick Mitchell,Defender,28000000
Mohamed Simakan,Defender,28000000
Noussair Mazraoui,Defender,28000000
Timothy Castagne,Defender,28000000
Kurt Zouma,Defender,28000000
Piero Hincapié,Defender,25000000
António Silva,Defender,25000000
Malo Gusto,Defender,25000000
Gonçalo Inácio,Defender,25000000
Max Kilman,Defender,25000000
Tino Livramento,Defender,25000000
Juan Foyth,Defender,25000000
Emerson Royal,Defender,25000000
James Justin,Defender,25000000
Axel Disasi,Defender,25000000
Kyle Walker-Peters,Defender,25000000
Merih Demiral,Defender,25000000
Takehiro Tomiyasu,Defender,25000000
Kieran Tierney,Defender,25000000
Amir Rrahmani,Defender,25000000
Tyrone Mings,Defender,25000000
Reinildo Mandava,Defender,25000000
Federico Dimarco,Defender,25000000
Alejandro Grimaldo,Defender,25000000
Harry Maguire,Defender,25000000
Eric Dier,Defender,25000000
Giovanni Di Lorenzo,Defender,25000000
Kalidou Koulibaly,Defender,25000000
Nahuel Molina,Defender,24000000
Rayan Aït-Nouri,Defender,22000000
Destiny Udogie,Defender,22000000
Aaron Wan-Bissaka,Defender,22000000
Nathan Collins,Defender,22000000
Matty Cash,Defender,22000000
Ezri Konsa,Defender,22000000
Vitaliy Mykolenko,Defender,22000000
Trevoh Chalobah,Defender,22000000
Rico Henry,Defender,22000000
Tyrell Malacia,Defender,22000000
Adam Webster,Defender,22000000
James Tarkowski,Defender,22000000
Odilon Kossounou,Defender,20000000
Castello Lukeba,Defender,20000000
Strahinja Pavlovic,Defender,20000000
Renan Lodi,Defender,20000000
Armel Bella-Kotchap,Defender,20000000
Maxence Lacroix,Defender,20000000
Jakub Kiwior,Defender,20000000
Caio Henrique,Defender,20000000
Perr Schuurs,Defender,20000000
Nikola Milenković,Defender,20000000
Pascal Struijk,Defender,20000000
David Hancko,Defender,20000000
Arthur Theate,Defender,20000000
Pervis Estupiñán,Defender,20000000
Nordi Mukiele,Defender,20000000
Davinson Sánchez,Defender,20000000
David Raum,Defender,20000000
David García,Defender,20000000
Wout Faes,Defender,20000000
Ramy Bensebaini,Defender,20000000
Davide Calabria,Defender,20000000
Philipp Lienhart,Defender,20000000
Chancel Mbemba,Defender,20000000
Jonathan Tah,Defender,20000000
Álex Moreno,Defender,20000000
Ben Davies,Defender,20000000
Nico Elvedi,Defender,20000000
Raphaël Guerreiro,Defender,20000000
Matthias Ginter,Defender,20000000
Vanderson,Defender,18000000
Ilya Zabarnyi,Defender,18000000
Adrien Truffert,Defender,18000000
Aaron Hickey,Defender,18000000
Mohammed Salisu,Defender,18000000
Micky van de Ven,Defender,18000000
Nuno Tavares,Defender,18000000
Neco Williams,Defender,18000000
Calvin Bassey,Defender,18000000
Lutsharel Geertruida,Defender,18000000
Mathías Olivera,Defender,18000000
Josip Sutalo,Defender,18000000
