Name,Position,Price
Jean-Victor Makengo,Midfielder,10000000
Diadié Samassékou,Midfielder,10000000
Gaetano Castrovilli,Midfielder,10000000
Dejan Ljubicic,Midfielder,10000000
Óscar Rodríguez,Midfielder,10000000
Carles Aleñá,Midfielder,10000000
Daler Kuzyaev,Midfielder,10000000
Aleix García,Midfielder,10000000
Lewis Cook,Midfielder,10000000
Josh Cullen,Midfielder,10000000
Matheus Pereira,Midfielder,10000000
Mateus Uribe,Midfielder,10000000
Mario Lemina,Midfielder,10000000
Saúl Ñíguez,Midfielder,10000000
Remo Freuler,Midfielder,10000000
Alex Oxlade-Chamberlain,Midfielder,10000000
Benjamin André,Midfielder,10000000
Jordan Henderson,Midfielder,10000000
Iker Muniain,Midfielder,10000000
Ivan Perisic,Midfielder,10000000
Luka Modric,Midfielder,10000000
Facundo Buonanotte,Midfielder,9000000
Imrân Louza,Midfielder,9000000
Joris Chotard,Midfielder,9000000
Georgiy Sudakov,Midfielder,9000000
Gabriel Sara,Midfielder,9000000
Eduard Spertsyan,Midfielder,9000000
Lewis Ferguson,Midfielder,9000000
Billy Gilmour,Midfielder,9000000
Frank Onyeka,Midfielder,9000000
Yacine Adli,Midfielder,9000000
Yangel Herrera,Midfielder,9000000
Kristijan Jakic,Midfielder,9000000
Mykola Shaparenko,Midfielder,9000000
Josh Dasilva,Midfielder,9000000
Gedson Fernandes,Midfielder,9000000
Evander,Midfielder,9000000
Fernando Gorriarán,Midfielder,9000000
Rolando Mandragora,Midfielder,9000000
Xeka,Midfielder,9000000
Pity Martínez,Midfielder,9000000
Abdülkadir Ömür,Midfielder,9000000
Robert Skov,Midfielder,9000000
Rade Krunic,Midfielder,9000000
Dennis Geiger,Midfielder,9000000
Angelo Fulgini,Midfielder,9000000
Marko Grujić,Midfielder,9000000
Óliver Torres,Midfielder,9000000
Branco van den Boomen,Midfielder,9000000
Ryan Christie,Midfielder,9000000
Mohamed Elneny,Midfielder,9000000
Ross Barkley,Midfielder,9000000
Kerem Demirbay,Midfielder,9000000
Emil Forsberg,Midfielder,9000000
James Rodríguez,Midfielder,9000000
Marco Reus,Midfielder,9000000
Arthur Vermeeren,Midfielder,8000000
Kristian Thorstvedt,Midfielder,8000000
Matheus Henrique,Midfielder,8000000
Aster Vranckx,Midfielder,8000000
Quinten Timber,Midfielder,8000000
Jerdy Schouten,Midfielder,8000000
Santiago Hezze,Midfielder,8000000
Lesley Ugochukwu,Midfielder,8000000
Nicolás Capaldo,Midfielder,8000000
Aníbal Moreno,Midfielder,8000000
Rodri Sánchez,Midfielder,8000000
Gabriel Menino,Midfielder,8000000
Hannibal,Midfielder,8000000
Charlie Patino,Midfielder,8000000
Giuliano Galoppo,Midfielder,8000000
Lewis O'Brien,Midfielder,8000000
Romain Faivre,Midfielder,8000000
Kacper Kozlowski,Midfielder,8000000
Carlos Rodríguez,Midfielder,8000000
Flynn Downes,Midfielder,8000000
Yari Verschaeren,Midfielder,8000000
Fausto Vera,Midfielder,8000000
Marcos Antônio,Midfielder,8000000
Tijjani Reijnders,Midfielder,8000000
Ryan Yates,Midfielder,8000000
Ibrahima Diallo,Midfielder,8000000
Felix Nmecha,Midfielder,8000000
Daniil Fomin,Midfielder,8000000
Nedim Bajrami,Midfielder,8000000
Leonardo Fernández,Midfielder,8000000
Ibrahima Sissoko,Midfielder,8000000
Érick Sánchez,Midfielder,8000000
Jorge Carrascal,Midfielder,8000000
Todd Cantwell,Midfielder,8000000
Riqui Puig,Midfielder,8000000
Luis Chávez,Midfielder,8000000
Razvan Marin,Midfielder,8000000
Ainsley Maitland-Niles,Midfielder,8000000
Nemanja Maksimović,Midfielder,8000000
Daniel-Kofi Kyereh,Midfielder,8000000
Dmitriy Barinov,Midfielder,8000000
Niklas Dorsch,Midfielder,8000000
Mirko Ivanic,Midfielder,8000000
Stefano Sensi,Midfielder,8000000
Florian Grillitsch,Midfielder,8000000
Maximilian Eggestein,Midfielder,8000000
Vitaliy Buyalskyi,Midfielder,8000000
Adrien Tamèze,Midfielder,8000000
Jeffrey Schlupp,Midfielder,8000000
Casper Nielsen,Midfielder,8000000
Manuel Lanzini,Midfielder,8000000
Dennis Praet,Midfielder,8000000
Idrissa Gueye,Midfielder,8000000
Allan,Midfielder,8000000
Rani Khedira,Midfielder,8000000
Callum McGregor,Midfielder,8000000
Oscar,Midfielder,8000000
Pascal Groß,Midfielder,8000000
Miralem Pjanic,Midfielder,8000000
Danil Glebov,Midfielder,7000000
Junior Dina Ebimbe,Midfielder,7000000
Lazar Samardzic,Midfielder,7000000
Emanuel Reynoso,Midfielder,7000000
Ivan Oblyakov,Midfielder,7000000
Giulio Maggiore,Midfielder,7000000
Renato Tapia,Midfielder,7000000
Mathias Normann,Midfielder,7000000
Simone Bastoni,Midfielder,7000000
Grischa Prömel,Midfielder,7000000
John Lundstram,Midfielder,7000000
Oscar Gloukh,Midfielder,7000000
Vini Souza,Midfielder,7000000
Tyler Morton,Midfielder,7000000
Jean Lucas,Midfielder,7000000
Lucien Agoumé,Midfielder,7000000
Hicham Boudaoui,Midfielder,7000000
Eliot Matazo,Midfielder,7000000
Kastriot Imeri,Midfielder,7000000
Rodrigo Nestor,Midfielder,7000000
Lucas Robertone,Midfielder,7000000
Nicolas Raskin,Midfielder,7000000
Ramiz Zerrouki,Midfielder,7000000
Mats Wieffer,Midfielder,7000000
Matt O'Riley,Midfielder,7000000
Allan,Midfielder,7000000
Daniil Utkin,Midfielder,7000000
Guus Til,Midfielder,7000000
Pablo Rosario,Midfielder,7000000
Toma Basic,Midfielder,7000000
Franco Cristaldo,Midfielder,7000000
Jeff Reine-Adélaïde,Midfielder,7000000
Walace,Midfielder,7000000
Nikola Moro,Midfielder,7000000
Érick Gutiérrez,Midfielder,7000000
Sandi Lovric,Midfielder,7000000
Matt Grimes,Midfielder,7000000
Álvaro Fidalgo,Midfielder,7000000
Nabil Bentaleb,Midfielder,7000000
Przemyslaw Frankowski,Midfielder,7000000
Lucas Zelarayán,Midfielder,7000000
Morten Thorsby,Midfielder,7000000
Lucas Torró,Midfielder,7000000
Flavien Tait,Midfielder,7000000
Danilo Cataldi,Midfielder,7000000
Bobby De Cordova-Reid,Midfielder,7000000
Janik Haberer,Midfielder,7000000
Yannick Gerhardt,Midfielder,7000000
Sérgio Oliveira,Midfielder,7000000
Jonjo Shelvey,Midfielder,7000000
Dani Parejo,Midfielder,7000000
Christian,Midfielder,6000000
Rodrigo Villagra,Midfielder,6000000
Eric Martel,Midfielder,6000000
Martin Baturina,Midfielder,6000000
Praxedes,Midfielder,6000000
Luis Romo,Midfielder,6000000
Reo Hatate,Midfielder,6000000
Santiago Ascacíbar,Midfielder,6000000
Uroš Račić,Midfielder,6000000
Víctor Guzmán,Midfielder,6000000
Amir Hadziahmetovic,Midfielder,6000000
Suat Serdar,Midfielder,6000000
Willian Arão,Midfielder,6000000
Roberto Gagliardini,Midfielder,6000000
Ryan Gauld,Midfielder,6000000
Jean-Philippe Gbamin,Midfielder,6000000
Nicolae Stanciu,Midfielder,6000000
Wataru Endo,Midfielder,6000000
Roberto Pereyra,Midfielder,6000000
Ismaël Koné,Midfielder,6000000
Du Queiroz,Midfielder,6000000
Pablo Maia,Midfielder,6000000
Adson,Midfielder,6000000
Kylian Mbappé,Forward,180000000
Erling Haaland,Forward,170000000
Vinicius Junior,Forward,120000000
Bukayo Saka,Forward,110000000
Phil Foden,Forward,110000000
Victor Osimhen,Forward,100000000
Harry Kane,Forward,90000000
Khvicha Kvaratskhelia,Forward,85000000
Rodrygo,Forward,80000000
Lautaro Martínez,Forward,80000000
Rafael Leão,Forward,80000000
Christopher Nkunku,Forward,80000000
Marcus Rashford,Forward,80000000
Luis Díaz,Forward,75000000
Gabriel Jesus,Forward,75000000
Dusan Vlahovic,Forward,75000000
Gabriel Martinelli,Forward,70000000
Antony,Forward,70000000
Darwin Núñez,Forward,70000000
Jack Grealish,Forward,70000000
Leroy Sané,Forward,70000000
Mohamed Salah,Forward,70000000
Neymar,Forward,70000000
Randal Kolo Muani,Forward,65000000
Kingsley Coman,Forward,65000000
Mykhaylo Mudryk,Forward,60000000
Jonathan David,Forward,60000000
Cody Gakpo,Forward,60000000
Ousmane Dembélé,Forward,60000000
Raheem Sterling,Forward,60000000
Heung-min Son,Forward,60000000
Dejan Kulusevski,Forward,55000000
Jadon Sancho,Forward,55000000
Richarlison,Forward,55000000
Diogo Jota,Forward,55000000
Serge Gnabry,Forward,55000000
Julián Álvarez,Forward,50000000
João Félix,Forward,50000000
Raphinha,Forward,50000000
Moussa Diaby,Forward,50000000
Mikel Oyarzabal,Forward,50000000
Alexander Isak,Forward,50000000
Federico Chiesa,Forward,50000000
Ivan Toney,Forward,50000000
Tammy Abraham,Forward,45000000
Sadio Mané,Forward,45000000
Lionel Messi,Forward,45000000
Gonçalo Ramos,Forward,40000000
Anthony Gordon,Forward,40000000
Romelu Lukaku,Forward,40000000
Robert Lewandowski,Forward,40000000
Yéremy Pino,Forward,38000000
Jarrod Bowen,Forward,38000000
Rasmus Højlund,Forward,35000000
Karim Adeyemi,Forward,35000000
Ansu Fati,Forward,35000000
Martin Terrier,Forward,35000000
Amine Gouiri,Forward,35000000
Giacomo Raspadori,Forward,35000000
Miguel Almirón,Forward,35000000
Allan Saint-Maximin,Forward,35000000
Ángel Correa,Forward,35000000
Karim Benzema,Forward,35000000
Pedro Neto,Forward,32000000
Harvey Barnes,Forward,32000000
Ollie Watkins,Forward,32000000
Marcus Thuram,Forward,32000000
Christian Pulisic,Forward,32000000
Armando Broja,Forward,30000000
Matheus Cunha,Forward,30000000
Brennan Johnson,Forward,30000000
Youssoufa Moukoko,Forward,30000000
Pedro Gonçalves,Forward,30000000
Ademola Lookman,Forward,30000000
Ferran Torres,Forward,30000000
Patrik Schick,Forward,30000000
Paulo Dybala,Forward,30000000
Sébastien Haller,Forward,30000000
Gerard Moreno,Forward,30000000
Riyad Mahrez,Forward,30000000
Leandro Trossard,Forward,30000000
Noni Madueke,Forward,28000000
Nicolás González,Forward,28000000
Bryan Mbeumo,Forward,28000000
Emiliano Buendía,Forward,28000000
Hirving Lozano,Forward,28000000
Gonçalo Guedes,Forward,28000000
Aleksandar Mitrović,Forward,28000000
Michael Olise,Forward,27000000
Arnaut Danjuma,Forward,27000000
Malcom,Forward,27000000
Gianluca Scamacca,Forward,27000000
Wilfried Zaha,Forward,27000000
Alejandro Garnacho,Forward,25000000
Hugo Ekitiké,Forward,25000000
Nico Williams,Forward,25000000
Elye Wahi,Forward,25000000
Arnaud Kalimuendo,Forward,25000000
Anthony Elanga,Forward,25000000
Folarin Balogun,Forward,25000000
Leon Bailey,Forward,25000000
Tetê,Forward,25000000
Eddie Nketiah,Forward,25000000
Marcus Edwards,Forward,25000000
Dominic Calvert-Lewin,Forward,25000000
Marco Asensio,Forward,25000000
Mattia Zaccagni,Forward,25000000
Borja Iglesias,Forward,25000000
Iñaki Williams,Forward,25000000
Enes Ünal,Forward,25000000
Timo Werner,Forward,25000000
Yannick Carrasco,Forward,25000000
Álvaro Morata,Forward,25000000
Antoine Griezmann,Forward,25000000
João Pedro,Forward,24000000
Steven Bergwijn,Forward,24000000
Rafa,Forward,23000000
Kamaldeen Sulemana,Forward,22000000
Evanilson,Forward,22000000
Vitinha,Forward,22000000
Georginio Rutter,Forward,22000000
Pepê,Forward,22000000
Luis Sinisterra,Forward,22000000
Kaoru Mitoma,Forward,22000000
David Neres,Forward,22000000
Pedro,Forward,22000000
Jack Harrison,Forward,22000000
Noah Okafor,Forward,22000000
Ché Adams,Forward,22000000
Nicolas Pépé,Forward,22000000
Saïd Benrahma,Forward,22000000
Viktor Tsygankov,Forward,22000000
Breel Embolo,Forward,22000000
Roberto Firmino,Forward,22000000
Gabriel,Forward,21000000
Endrick,Forward,20000000
Dango Ouattara,Forward,20000000
Mathys Tel,Forward,20000000
Benjamin Sesko,Forward,20000000
Álex Baena,Forward,20000000
Terem Moffi,Forward,20000000
Kevin Schade,Forward,20000000
Galeno,Forward,20000000
Ismaïla Sarr,Forward,20000000
Samuel Chukwueze,Forward,20000000
Loïs Openda,Forward,20000000
Patson Daka,Forward,20000000
Moise Kean,Forward,20000000
Mehdi Taremi,Forward,20000000
Taiwo Awoniyi,Forward,20000000
Jonathan Bamba,Forward,20000000
Demarai Gray,Forward,20000000
Ricardo Horta,Forward,20000000
Daniel Podence,Forward,20000000
André Silva,Forward,20000000
Matteo Politano,Forward,20000000
Wissam Ben Yedder,Forward,20000000
Cristiano Ronaldo,Forward,20000000
Vitor Roque,Forward,18000000
Wilfried Gnonto,Forward,18000000
Dwight McNeil,Forward,18000000
Armand Laurienté,Forward,18000000
Sofiane Diop,Forward,18000000
Yuri Alberto,Forward,18000000
Jérémy Doku,Forward,18000000
Manor Solomon,Forward,18000000
Sasa Kalajdzic,Forward,18000000
Umar Sadiq,Forward,18000000
Dominic Solanke,Forward,18000000
Hakim Ziyech,Forward,18000000
Solly March,Forward,18000000
Domenico Berardi,Forward,18000000
Callum Wilson,Forward,18000000
Ciro Immobile,Forward,18000000
Mauro Icardi,Forward,18000000
Thomas Müller,Forward,18000000
Callum Hudson-Odoi,Forward,17000000
Odsonne Edouard,Forward,17000000
Cengiz Ünder,Forward,17000000
Andrea Pinamonti,Forward,17000000
Kelechi Iheanacho,Forward,17000000
Giovanni Simeone,Forward,17000000
Paul Onuachu,Forward,17000000
Samuel Lino,Forward,16000000
Mateo Retegui,Forward,16000000
Ben Brereton Díaz,Forward,16000000
Jesper Karlsson,Forward,16000000
Donyell Malen,Forward,16000000
Jonathan Ikoné,Forward,16000000
Memphis Depay,Forward,16000000
Danny Ings,Forward,16000000
Pablo Sarabia,Forward,16000000
Luiz Henrique,Forward,15000000
Nicolas Jackson,Forward,15000000
Talles Magno,Forward,15000000
Momo Cho,Forward,15000000
Marcos Leonardo,Forward,15000000
Keane Lewis-Potter,Forward,15000000
Iliman Ndiaye,Forward,15000000
Adam Hlozek,Forward,15000000
Mikkel Damsgaard,Forward,15000000
Amine Adli,Forward,15000000
Krépin Diatta,Forward,15000000
Youssef En-Nesyri,Forward,15000000
Trincão,Forward,15000000
Takefusa Kubo,Forward,15000000
Yoane Wissa,Forward,15000000
Alexis Saelemaekers,Forward,15000000
Ritsu Doan,Forward,15000000
Noa Lang,Forward,15000000
Álex Berenguer,Forward,15000000
Vedat Muriqi,Forward,15000000
Maxwel Cornet,Forward,15000000
Moussa Dembélé,Forward,15000000
Jérémie Boga,Forward,15000000
Sheraldo Becker,Forward,15000000
Anthony Martial,Forward,15000000
Felipe Anderson,Forward,15000000
Juanmi,Forward,15000000
Jamie Bynoe-Gittens,Forward,14000000
Boulaye Dia,Forward,14000000
Jonas Wind,Forward,14000000
Arthur Cabral,Forward,14000000
Habib Diallo,Forward,14000000
Lukas Nmecha,Forward,14000000
Wout Weghorst,Forward,14000000
Joaquín Correa,Forward,14000000
Gaëtan Laborde,Forward,14000000
Bertrand Traoré,Forward,14000000
Philippe Coutinho,Forward,14000000
Ângelo Gabriel,Forward,13000000
Beto,Forward,13000000
Amad Diallo,Forward,13000000
Fábio Silva,Forward,13000000
Brian Brobbey,Forward,13000000
Kerem Aktürkoglu,Forward,13000000
Rony,Forward,13000000
Christian Kouamé,Forward,13000000
Daniel James,Forward,13000000
Harry Wilson,Forward,13000000
Neal Maupay,Forward,13000000
Gerard Deulofeu,Forward,13000000
Niclas Füllkrug,Forward,13000000
Jonas Hofmann,Forward,13000000
Marquinhos,Forward,12000000
Jhon Durán,Forward,12000000
Tajon Buchanan,Forward,12000000
Gabriel Veron,Forward,12000000
Sékou Mara,Forward,12000000
Bryan Gil,Forward,12000000
Patrick Wimmer,Forward,12000000
Musa Barrow,Forward,12000000
Crysencio Summerville,Forward,12000000
Josh Sargent,Forward,12000000
Timothy Weah,Forward,12000000
Nathan Tella,Forward,12000000
Ermedin Demirovic,Forward,12000000
Jonathan Burkardt,Forward,12000000
Justin Kluivert,Forward,12000000
Jota,Forward,12000000
Vangelis Pavlidis,Forward,12000000
Rafael Borré,Forward,12000000
Diego Rossi,Forward,12000000
Mergim Berisha,Forward,12000000
Dodi Lukébakio,Forward,12000000
Hee-chan Hwang,Forward,12000000
Nuno Santos,Forward,12000000
David Brooks,Forward,12000000
Sergi Canós,Forward,12000000
Adam Armstrong,Forward,12000000
Alexander Sörloth,Forward,12000000
Adama Traoré,Forward,12000000
Lucas Ocampos,Forward,12000000
Mohamed Elyounoussi,Forward,12000000
Vincenzo Grifo,Forward,12000000
Sardar Azmoun,Forward,12000000
Lorenzo Insigne,Forward,12000000
Alexandre Lacazette,Forward,12000000
Julio Enciso,Forward,11000000
Ferran Jutglà,Forward,11000000
Jörgen Strand Larsen,Forward,11000000
Calvin Stengs,Forward,11000000
Artem Dovbyk,Forward,11000000
Éverton,Forward,11000000
Ryan Kent,Forward,11000000
Jhon Córdoba,Forward,11000000
Quincy Promes,Forward,11000000
Dudu,Forward,11000000
Mahmoud Trezeguet,Forward,10000000
David Datro Fofana,Forward,10000000
Giovani,Forward,10000000
El Bilal Touré,Forward,10000000
Evan Ferguson,Forward,10000000
Silas,Forward,10000000
Fernando,Forward,10000000
Cameron Archer,Forward,10000000
Taty Castellanos,Forward,10000000
Pedrinho,Forward,10000000
Sergio Camello,Forward,10000000
Moussa Djenepo,Forward,10000000
Facundo Torres,Forward,10000000
Rodrigo Riquelme,Forward,10000000
Cucho Hernández,Forward,10000000
Gabriel Strefezza,Forward,10000000
Emmanuel Dennis,Forward,10000000
Ansgar Knauff,Forward,10000000
Jakub Kaminski,Forward,10000000
Riccardo Orsolini,Forward,10000000
Isi Palazón,Forward,10000000
Rafa Mir,Forward,10000000
Junya Ito,Forward,10000000
Roland Sallai,Forward,10000000
Karl Toko Ekambi,Forward,10000000
Fedor Chalov,Forward,10000000
Serhou Guirassy,Forward,10000000
Luka Jović,Forward,10000000
Sofiane Boufal,Forward,10000000
Jacob Murphy,Forward,10000000
Andrea Petagna,Forward,10000000
Arkadiusz Milik,Forward,10000000
Ante Rebic,Forward,10000000
Patrick Bamford,Forward,10000000
Michy Batshuayi,Forward,10000000
Moi Gómez,Forward,10000000
Chimy Ávila,Forward,10000000
Alassane Plea,Forward,10000000
Yussuf Poulsen,Forward,10000000
Tecatito,Forward,10000000
Andy Delort,Forward,10000000
Erik Lamela,Forward,10000000
Chris Wood,Forward,10000000
Kevin Volland,Forward,10000000
Duván Zapata,Forward,10000000
Ángel Di María,Forward,10000000
Nathan Redmond,Forward,9000000
Gift Orban,Forward,9000000
Amin Sarr,Forward,9000000
Andreas Schjelderup,Forward,9000000
Kayky,Forward,9000000
Ricardo Pepi,Forward,9000000
Antoine Semenyo,Forward,9000000
Johan Bakayoko,Forward,9000000
Santiago Gimenez,Forward,9000000
Joseph Paintsil,Forward,9000000
Largie Ramazani,Forward,9000000
Kyogo Furuhashi,Forward,9000000
Aleksandr Sobolev,Forward,9000000
Artur,Forward,9000000
Joshua Zirkzee,Forward,9000000
Luis Suárez,Forward,9000000
Jean-Philippe Mateta,Forward,9000000
Riccardo Sottil,Forward,9000000
Jordan,Forward,9000000
Anders Dreyer,Forward,9000000
Borja Mayoral,Forward,9000000
Ludovic Ajorque,Forward,9000000
Kasper Dolberg,Forward,9000000
Moses Simon,Forward,9000000
Michael Olunga,Forward,9000000
Wanderson,Forward,9000000
Franck Honorat,Forward,9000000
Roman Yaremchuk,Forward,9000000
Raúl Jiménez,Forward,9000000
Andrea Belotti,Forward,9000000
Gianluca Caprari,Forward,9000000
Rodrigo,Forward,9000000
Michail Antonio,Forward,9000000
Thorgan Hazard,Forward,9000000
Lucas Moura,Forward,9000000
Andrej Kramaric,Forward,9000000
Agustín Álvarez,Forward,8000000
Michael,Forward,8000000
Róger Guedes,Forward,8000000
Krzysztof Piatek,Forward,8000000
Bamba Dieng,Forward,8000000
Abde Ezzalzouli,Forward,8000000
Alan Velasco,Forward,8000000
Martín Satriano,Forward,8000000
Mohamed Bayo,Forward,8000000
Jhon Arias,Forward,8000000
Jack Clarke,Forward,8000000
Walid Cheddira,Forward,8000000
Joe Gelhardt,Forward,8000000
Francisco Conceição,Forward,8000000
Jesús Ferreira,Forward,8000000
Jorge de Frutos,Forward,8000000
Junior Adamu,Forward,8000000
Aaron Boupendza,Forward,8000000
Alexis Vega,Forward,8000000
Hugo Cuypers,Forward,8000000
Myron Boadu,Forward,8000000
Brenner,Forward,8000000
Adam Ounas,Forward,8000000
Yunus Akgün,Forward,8000000
Maxi Gómez,Forward,8000000
Joël Piroe,Forward,8000000
Cyle Larin,Forward,8000000
Abel Ruiz,Forward,8000000
Stephy Mavididi,Forward,8000000
Viktor Gyökeres,Forward,8000000
Mama Baldé,Forward,8000000
Myrto Uzuni,Forward,8000000
Fran Navarro,Forward,8000000
Gelson Martins,Forward,8000000
Paulinho,Forward,8000000
Vincent Janssen,Forward,8000000
Federico Bernardeschi,Forward,8000000
Samu Castillejo,Forward,8000000
Anwar El Ghazi,Forward,8000000
Takumi Minamino,Forward,8000000
Raúl de Tomás,Forward,8000000
Divock Origi,Forward,8000000
Ryan Fraser,Forward,8000000
Paco Alcácer,Forward,8000000
Michael Gregoritsch,Forward,8000000
Luis Muriel,Forward,8000000
Marko Livaja,Forward,8000000
Julian Draxler,Forward,8000000
Danny Welbeck,Forward,8000000
Chidera Ejuke,Forward,7000000
Jan Thielmann,Forward,7000000
Paulinho,Forward,7000000
Georgios Masouras,Forward,7000000
Milot Rashica,Forward,7000000
Nicolás Ibáñez,Forward,7000000
Irfan Can Kahveci,Forward,7000000
Florian Thauvin,Forward,7000000
José Manuel López,Forward,7000000
Abdallah Sima,Forward,7000000
Matheus Nascimento,Forward,7000000
Bradley Barcola,Forward,7000000
Samuel Edozie,Forward,7000000
Matheus Martins,Forward,7000000
Daryl Dike,Forward,7000000
Tiago Tomás,Forward,7000000
Matías Arezo,Forward,7000000
Liam Delap,Forward,7000000
Maximiliano Araújo,Forward,7000000
Lassina Traoré,Forward,7000000
Billal Brahimi,Forward,7000000
Thijs Dallinga,Forward,7000000
Konstantin Tyukavin,Forward,7000000
Liel Abada,Forward,7000000
Sergey Pinyaev,Forward,7000000
Edon Zhegrova,Forward,7000000
Anass Zaroury,Forward,7000000
Lyle Foster,Forward,7000000
Christos Tzolis,Forward,7000000
Javi Puado,Forward,7000000
Zakaria Aboukhlal,Forward,7000000
Brandon Vazquez,Forward,7000000
Eldor Shomurodov,Forward,7000000
Simon Banza,Forward,7000000
Reiss Nelson,Forward,7000000
Alfredo Morelos,Forward,7000000
Toni Martínez,Forward,7000000
Adam Buksa,Forward,7000000
Cristian Arango,Forward,7000000
Ihlas Bebou,Forward,7000000
Antonio Sanabria,Forward,7000000
Chuba Akpom,Forward,7000000
Arturo González,Forward,7000000
Adnan Januzaj,Forward,7000000
Willian José,Forward,7000000
Mislav Orsic,Forward,7000000
Viktor Claesson,Forward,7000000
Suso,Forward,7000000
Iago Aspas,Forward,7000000
Pierre-Emerick Aubameyang,Forward,7000000
Marko Arnautovic,Forward,7000000
Dusan Tadić,Forward,7000000
Exequiel Zeballos,Forward,6000000
Dion Beljo,Forward,6000000
Stipe Biuk,Forward,6000000
Martín Ojeda,Forward,6000000
M'Bala Nzola,Forward,6000000
Shamar Nicholson,Forward,6000000
Josip Brekalo,Forward,6000000
Tarik Tissoudali,Forward,6000000
João Pedro,Forward,6000000
Marvin Ducksch,Forward,6000000
Rachid Ghezzal,Forward,6000000
Luca Langoni,Forward,6000000
Álvaro Rodríguez,Forward,6000000
Jeffinho,Forward,6000000
Pablo Solari,Forward,6000000
Sávio,Forward,6000000
Georges Mikautadze,Forward,6000000
Luis Henrique,Forward,6000000
Wesley,Forward,6000000
Simon Adingra,Forward,6000000
Victor Boniface,Forward,6000000
Igor Paixão,Forward,6000000
Tyrhys Dolan,Forward,6000000
Lucas Beltrán,Forward,6000000
Ander Barrenetxea,Forward,6000000
Mohamed Daramy,Forward,6000000
Lorenzo Lucca,Forward,6000000
Nico Melamed,Forward,6000000
Yusuf Demir,Forward,6000000
